time;voltage;current;ambient_temperature;surface_temperature_plus;surface_temperature_minus0;0.003;0.0;19.16;18.66;18.73
53;4.157;0.153;19.16;18.56;18.83
54;4.157;0.153;19.16;18.56;18.73
55;4.157;0.153;19.16;18.46;18.83
56;4.157;0.153;19.16;18.56;18.73
57;4.157;0.153;19.16;18.56;18.73
58;4.157;0.153;19.16;18.66;18.73
59;4.157;0.153;19.26;18.56;18.83
60;4.157;0.153;19.16;18.56;18.73
61;4.157;0.153;19.16;18.66;18.73
62;4.156;0.153;19.16;18.56;18.73
63;4.156;0.153;19.26;18.66;18.43
64;4.156;0.153;19.16;18.56;18.73
65;4.156;0.153;19.16;18.46;18.83
66;4.156;0.153;19.16;18.46;18.63
67;4.156;0.153;19.16;18.56;18.73
68;4.156;0.153;19.26;18.66;18.73
69;4.156;0.153;19.06;18.56;18.73
70;4.156;0.153;19.16;18.66;18.83
71;4.156;0.153;19.16;18.66;18.63
72;4.156;0.153;19.37;18.56;18.83
73;4.156;0.153;19.16;18.66;18.83
74;4.156;0.153;19.16;18.66;18.83
75;4.156;0.153;19.16;18.46;18.73
76;4.156;0.153;19.26;18.56;18.73
77;4.156;0.153;19.26;18.56;18.83
78;4.156;0.153;19.26;18.66;18.83
79;4.155;0.153;19.26;18.66;18.83
80;4.155;0.153;19.26;18.56;18.73
81;4.155;0.153;19.16;18.56;18.83
82;4.155;0.153;19.16;18.56;18.73
83;4.155;0.153;19.16;18.46;18.43
84;4.155;0.153;19.26;18.66;18.83
85;4.155;0.153;19.16;18.46;19.03
86;4.155;0.153;19.26;18.46;18.73
87;4.155;0.153;19.26;18.56;18.83
88;4.155;0.153;19.16;18.66;18.73
89;4.155;0.153;19.26;18.56;18.83
90;4.155;0.153;19.26;18.56;18.93
91;4.155;0.153;19.26;18.46;18.73
92;4.155;0.153;19.16;18.66;18.83
93;4.155;0.153;19.26;18.66;18.73
94;4.155;0.153;19.26;18.66;18.83
95;4.155;0.153;19.26;19.06;18.83
96;4.155;0.153;19.26;18.56;18.83
97;4.154;0.153;19.26;18.56;18.73
98;4.154;0.153;19.26;18.56;18.83
99;4.154;0.153;19.16;18.66;18.93
100;4.154;0.153;19.26;18.56;18.83
101;4.154;0.153;19.26;18.56;18.83
102;4.154;0.153;19.26;18.56;18.83
103;4.154;0.153;19.26;18.66;18.83
104;4.154;0.153;19.26;18.56;18.83
105;4.154;0.153;19.16;18.56;18.73
106;4.154;0.153;19.16;18.56;18.83
107;4.154;0.153;19.37;18.66;18.73
108;4.154;0.153;19.26;18.56;18.73
109;4.154;0.153;19.26;18.56;18.83
110;4.154;0.153;19.26;18.56;18.73
111;4.154;0.153;19.16;18.66;18.83
112;4.154;0.153;19.16;18.56;18.83
113;4.154;0.153;19.16;18.46;18.73
114;4.154;0.153;19.26;18.96;18.83
115;4.154;0.153;19.16;18.66;18.83
116;4.154;0.153;19.16;18.56;18.93
117;4.153;0.153;19.16;18.66;18.83
118;4.153;0.153;19.26;18.56;18.73
119;4.153;0.153;19.16;18.56;18.83
120;4.153;0.153;19.16;18.56;18.83
121;4.153;0.153;19.26;18.66;18.73
122;4.153;0.153;19.26;18.56;18.73
123;4.153;0.153;19.16;18.56;18.83
124;4.153;0.153;19.16;18.56;18.83
125;4.153;0.153;19.37;18.26;18.73
126;4.153;0.153;19.37;18.56;18.93
127;4.153;0.153;19.26;18.56;18.73
128;4.153;0.153;19.26;18.56;18.83
129;4.153;0.153;19.16;18.66;18.83
130;4.153;0.153;19.16;18.46;18.63
131;4.153;0.153;19.26;18.56;18.83
132;4.153;0.153;19.26;18.56;18.93
133;4.153;0.153;19.16;18.86;18.73
134;4.153;0.153;19.16;18.56;18.83
135;4.153;0.153;19.06;18.56;18.83
136;4.153;0.153;19.16;18.56;18.93
137;4.153;0.153;19.26;18.56;18.83
138;4.152;0.153;19.16;18.66;18.63
139;4.152;0.153;19.26;18.66;19.23
140;4.152;0.153;19.16;18.66;18.83
141;4.152;0.153;19.16;18.66;18.83
142;4.152;0.153;19.16;18.56;18.83
143;4.152;0.153;19.16;18.56;19.03
144;4.152;0.153;19.16;18.56;18.83
145;4.152;0.153;19.16;18.56;18.83
146;4.152;0.153;19.26;18.96;18.83
147;4.152;0.153;19.16;18.56;18.83
148;4.152;0.153;19.26;18.66;18.93
149;4.152;0.153;19.16;18.86;18.83
150;4.152;0.153;19.16;18.66;18.83
151;4.152;0.153;19.16;18.56;18.73
152;4.152;0.153;19.16;18.56;19.13
153;4.152;0.153;19.37;18.76;18.83
154;4.152;0.153;19.26;18.46;18.93
155;4.152;0.153;19.26;18.56;18.83
156;4.152;0.153;19.16;18.66;18.83
157;4.152;0.153;19.16;18.56;18.73
158;4.152;0.153;19.16;18.66;19.03
159;4.152;0.153;19.16;18.56;18.83
160;4.151;0.153;19.16;18.66;18.83
161;4.151;0.153;19.16;18.56;18.83
162;4.151;0.153;19.16;18.66;18.83
163;4.151;0.153;19.26;18.66;18.83
164;4.151;0.153;19.16;18.56;18.83
165;4.151;0.153;19.16;18.66;18.73
166;4.151;0.153;19.16;18.66;18.83
167;4.151;0.153;19.16;18.66;18.83
168;4.151;0.153;19.26;18.56;18.93
169;4.151;0.153;19.16;18.56;18.93
170;4.151;0.153;19.16;18.56;18.53
171;4.151;0.153;19.16;18.56;18.83
172;4.151;0.153;19.16;18.56;18.83
173;4.151;0.153;19.16;18.66;18.83
174;4.151;0.153;19.16;18.56;18.93
175;4.151;0.153;19.16;18.56;18.83
176;4.151;0.153;19.16;18.56;18.83
177;4.151;0.153;19.16;18.56;18.83
178;4.151;0.153;19.16;18.66;19.03
179;4.151;0.153;19.26;18.56;18.83
180;4.151;0.153;19.16;18.56;18.83
181;4.151;0.153;19.16;18.66;18.83
182;4.15;0.153;19.16;18.56;18.63
183;4.15;0.153;19.16;18.66;18.83
184;4.15;0.153;19.16;18.76;18.83
185;4.15;0.153;19.16;18.66;19.03
186;4.15;0.153;19.26;18.56;18.93
187;4.15;0.153;19.26;18.66;18.83
188;4.15;0.153;19.16;18.56;18.83
189;4.15;0.153;19.26;18.66;18.73
190;4.15;0.153;19.16;18.56;18.83
191;4.15;0.153;19.26;18.66;18.83
192;4.15;0.153;19.16;18.56;18.83
193;4.15;0.153;19.16;18.56;18.93
194;4.15;0.153;19.26;18.56;18.83
195;4.15;0.153;19.16;18.56;18.53
196;4.15;0.153;19.16;18.66;18.83
197;4.15;0.153;19.16;18.56;18.83
198;4.15;0.153;19.16;18.46;18.83
199;4.15;0.153;19.26;18.56;18.83
200;4.15;0.153;19.16;18.56;18.73
201;4.15;0.153;19.26;18.56;18.93
202;4.15;0.153;19.16;18.56;18.93
203;4.15;0.153;19.16;18.56;18.83
204;4.15;0.153;19.16;18.46;18.83
205;4.15;0.153;19.16;18.56;18.83
206;4.149;0.153;19.16;18.56;18.93
207;4.149;0.153;19.26;18.66;18.83
208;4.149;0.153;19.16;18.56;18.93
209;4.149;0.153;19.16;18.66;18.83
210;4.149;0.153;19.16;18.46;18.93
211;4.149;0.153;19.16;18.56;18.83
212;4.149;0.153;19.16;18.56;18.93
213;4.149;0.153;19.16;18.56;18.83
214;4.149;0.153;19.16;18.56;18.93
215;4.149;0.153;19.16;18.56;18.83
216;4.149;0.153;19.16;18.56;18.93
217;4.149;0.153;19.16;18.56;18.93
218;4.149;0.153;19.16;18.66;18.73
219;4.149;0.153;19.16;18.56;19.03
220;4.149;0.153;19.26;18.66;19.03
221;4.149;0.153;19.16;18.56;18.83
222;4.149;0.153;19.16;18.66;18.83
223;4.149;0.153;19.26;18.56;18.83
224;4.149;0.153;19.06;18.56;18.83
225;4.149;0.153;19.16;18.56;18.83
226;4.149;0.153;19.16;18.56;18.83
227;4.149;0.153;19.16;18.56;18.93
228;4.149;0.153;19.16;18.56;18.73
229;4.149;0.153;19.16;18.56;18.83
230;4.149;0.153;19.16;18.66;18.83
231;4.149;0.153;19.16;18.66;18.93
232;4.148;0.153;19.16;18.56;18.93
233;4.148;0.153;19.16;18.56;18.83
234;4.148;0.153;19.16;18.56;18.93
235;4.148;0.153;19.16;18.86;18.83
236;4.148;0.153;19.26;18.96;18.83
237;4.148;0.153;19.16;18.66;18.93
238;4.148;0.153;19.16;18.56;18.93
239;4.148;0.153;19.26;18.66;18.93
240;4.148;0.153;19.16;18.66;18.93
241;4.148;0.153;19.16;18.56;18.83
242;4.148;0.153;19.16;18.66;18.83
243;4.148;0.153;19.16;18.76;18.83
244;4.148;0.153;19.16;18.76;18.93
245;4.148;0.153;19.16;18.56;18.93
246;4.148;0.153;19.16;18.56;18.93
247;4.148;0.153;19.16;18.66;18.93
248;4.148;0.153;19.37;18.56;18.83
249;4.148;0.153;19.16;18.66;18.83
250;4.148;0.153;19.26;18.56;18.93
251;4.148;0.153;19.16;18.56;18.93
252;4.148;0.153;19.16;18.66;18.93
253;4.148;0.153;19.16;18.56;18.93
254;4.148;0.153;19.16;18.66;18.83
255;4.148;0.153;19.26;18.56;18.93
256;4.148;0.153;19.26;18.66;18.93
257;4.147;0.153;19.16;18.66;19.03
258;4.147;0.153;19.16;18.56;18.93
259;4.147;0.153;19.16;18.56;18.93
260;4.147;0.153;19.16;18.56;18.83
261;4.147;0.153;19.16;18.56;19.03
262;4.147;0.153;19.16;18.56;18.73
263;4.147;0.153;19.16;18.56;18.93
264;4.147;0.153;19.16;18.56;19.13
265;4.147;0.153;19.16;18.56;19.03
266;4.147;0.153;19.26;18.56;18.93
267;4.147;0.153;19.26;18.56;18.93
268;4.147;0.153;19.26;18.66;19.03
269;4.147;0.153;19.16;18.66;18.93
270;4.147;0.153;19.16;18.66;18.93
271;4.147;0.153;19.26;18.56;18.93
272;4.147;0.153;19.26;18.56;18.83
273;4.147;0.153;19.26;18.56;18.93
274;4.147;0.153;19.26;18.66;18.93
275;4.147;0.153;19.26;18.66;18.93
276;4.147;0.153;19.37;18.46;18.93
277;4.147;0.153;19.26;18.56;19.03
278;4.147;0.153;19.26;18.56;18.83
279;4.147;0.153;19.16;18.56;18.93
280;4.147;0.153;19.26;18.56;18.93
281;4.147;0.153;19.16;18.66;18.93
282;4.146;0.153;19.16;18.56;18.93
283;4.146;0.153;19.16;18.66;18.93
284;4.146;0.153;19.26;18.56;18.93
285;4.146;0.153;19.26;18.66;18.93
286;4.146;0.153;19.26;18.56;18.93
287;4.146;0.153;19.26;18.86;19.03
288;4.146;0.153;19.26;18.66;18.93
289;4.146;0.153;19.26;18.56;19.03
290;4.146;0.153;19.26;18.66;18.93
291;4.146;0.153;19.26;18.56;19.03
292;4.146;0.153;19.37;18.56;19.03
293;4.146;0.153;19.26;18.56;18.93
294;4.146;0.153;19.26;18.46;18.93
295;4.146;0.153;19.26;18.46;18.83
296;4.146;0.153;19.26;18.56;18.83
297;4.146;0.153;19.26;18.56;18.93
298;4.146;0.153;19.47;18.66;18.93
299;4.146;0.153;19.26;18.66;18.83
300;4.146;0.153;19.26;18.66;18.93
301;4.146;0.153;19.26;18.66;18.93
302;4.146;0.153;19.26;18.56;18.93
303;4.146;0.153;19.26;18.56;18.93
304;4.146;0.153;19.26;18.66;18.93
305;4.146;0.153;19.26;18.56;18.93
306;4.146;0.153;19.26;18.66;18.83
307;4.146;0.153;19.26;18.76;18.93
308;4.146;0.153;19.26;18.66;18.93
309;4.145;0.153;19.26;18.66;18.83
310;4.145;0.153;19.37;18.66;18.93
311;4.145;0.153;19.26;18.56;19.23
312;4.145;0.153;19.26;18.66;18.93
313;4.145;0.153;19.37;18.46;18.93
314;4.145;0.153;19.26;18.66;18.93
315;4.145;0.153;19.26;18.66;18.93
316;4.145;0.153;19.26;18.56;18.93
317;4.145;0.153;19.26;18.56;19.03
318;4.145;0.153;19.26;18.56;19.03
319;4.145;0.153;19.26;18.56;18.93
320;4.145;0.153;19.26;18.56;18.93
321;4.145;0.153;19.26;18.56;18.93
322;4.145;0.153;19.26;18.86;18.93
323;4.145;0.153;19.26;18.56;18.93
324;4.145;0.153;19.26;18.66;18.93
325;4.145;0.153;19.26;18.66;19.13
326;4.145;0.153;19.37;18.66;18.93
327;4.145;0.153;19.26;18.36;18.93
328;4.145;0.153;19.26;18.56;18.93
329;4.145;0.153;19.26;18.56;18.93
330;4.145;0.152;19.26;18.56;18.93
331;4.145;0.152;19.26;18.66;19.23
332;4.145;0.153;19.37;18.66;18.93
333;4.145;0.153;19.26;18.66;18.93
334;4.145;0.152;19.26;18.56;18.93
335;4.145;0.152;19.47;18.66;19.03
336;4.145;0.153;19.26;18.66;18.93
337;4.145;0.153;19.26;18.56;18.93
338;4.144;0.153;19.26;18.76;18.93
339;4.144;0.153;19.37;18.86;19.03
340;4.144;0.153;19.26;18.66;18.93
341;4.144;0.153;19.26;18.66;18.93
342;4.144;0.153;19.26;18.66;18.93
343;4.144;0.153;19.26;18.56;19.03
344;4.144;0.153;19.26;18.56;18.93
345;4.144;0.153;19.26;18.66;18.93
346;4.144;0.153;19.26;17.86;19.03
347;4.144;0.153;19.26;18.56;18.93
348;4.144;0.153;19.37;18.56;19.13
349;4.144;0.153;19.26;18.66;19.03
350;4.144;0.153;19.37;18.56;18.93
351;4.144;0.153;19.37;18.56;19.03
352;4.144;0.153;19.26;18.36;19.03
353;4.144;0.153;19.37;18.56;18.93
354;4.144;0.153;19.37;18.56;19.13
355;4.144;0.153;19.26;18.56;18.93
356;4.144;0.153;19.26;18.66;18.93
357;4.144;0.153;19.47;18.66;19.03
358;4.144;0.153;19.26;18.56;19.03
359;4.144;0.153;19.37;18.66;19.03
360;4.144;0.152;19.37;18.56;19.03
361;4.144;0.153;19.37;18.66;19.13
362;4.144;0.153;19.37;18.66;19.03
363;4.144;0.153;19.37;18.66;19.03
364;4.144;0.153;19.37;18.46;19.03
365;4.144;0.153;19.37;18.66;19.03
366;4.144;0.153;19.37;18.66;19.03
367;4.143;0.153;19.26;18.66;19.03
368;4.143;0.153;19.26;18.66;19.03
369;4.143;0.153;19.26;18.86;19.03
370;4.143;0.153;19.26;18.56;19.03
371;4.143;0.153;19.26;18.66;19.03
372;4.143;0.153;19.26;18.66;19.03
373;4.143;0.153;19.37;18.66;19.03
374;4.143;0.153;19.26;18.66;18.93
375;4.143;0.153;19.26;18.76;19.03
376;4.143;0.152;19.37;18.36;19.03
377;4.143;0.153;19.26;18.66;19.03
378;4.143;0.152;19.26;18.96;18.93
379;4.143;0.152;19.16;18.56;19.03
380;4.143;0.153;19.26;18.66;19.13
381;4.143;0.153;19.26;18.56;19.23
382;4.143;0.153;19.26;18.66;19.03
383;4.143;0.152;19.26;18.66;19.03
384;4.143;0.153;19.26;18.66;19.03
385;4.143;0.153;19.26;18.66;18.93
386;4.143;0.153;19.26;18.66;18.93
387;4.143;0.153;19.26;18.66;19.03
388;4.143;0.153;19.37;18.66;19.03
389;4.143;0.153;19.37;18.86;19.03
390;4.143;0.153;19.26;18.66;18.93
391;4.143;0.153;19.26;18.56;19.03
392;4.143;0.153;19.26;18.66;19.03
393;4.143;0.153;19.26;18.56;19.13
394;4.143;0.153;19.26;18.66;19.03
395;4.143;0.153;19.26;18.66;18.93
396;4.142;0.153;19.37;18.66;19.13
397;4.142;0.153;19.26;18.66;19.13
398;4.142;0.153;19.37;18.86;18.93
399;4.142;0.153;19.26;18.76;19.03
400;4.142;0.153;19.26;18.56;19.13
401;4.142;0.153;19.37;18.66;19.03
402;4.142;0.153;19.26;18.66;19.03
403;4.142;0.153;19.26;18.66;19.03
404;4.142;0.153;19.26;18.46;18.93
405;4.142;0.153;19.37;18.56;19.03
406;4.142;0.153;19.26;18.56;19.03
407;4.142;0.153;19.26;18.36;19.03
408;4.142;0.153;19.37;18.66;19.03
409;4.142;0.153;19.26;18.66;19.03
410;4.142;0.153;19.37;18.66;18.73
411;4.142;0.153;19.26;18.66;19.13
412;4.142;0.153;19.26;18.56;19.13
413;4.142;0.153;19.26;18.56;19.03
414;4.142;0.153;19.47;18.56;19.03
415;4.142;0.153;19.26;18.56;19.13
416;4.142;0.153;19.37;18.66;18.93
417;4.142;0.153;19.26;18.66;19.03
418;4.142;0.153;19.26;18.66;19.13
419;4.142;0.153;19.26;18.66;19.03
420;4.142;0.153;19.26;18.56;19.03
421;4.142;0.153;19.26;18.66;19.03
422;4.142;0.153;19.26;18.76;19.13
423;4.142;0.153;19.37;18.66;19.03
424;4.142;0.153;19.37;18.66;18.73
425;4.142;0.153;19.26;18.56;19.03
426;4.141;0.153;19.26;18.06;19.03
427;4.141;0.153;19.26;18.66;19.03
428;4.141;0.153;19.26;18.66;19.03
429;4.141;0.153;19.26;18.56;19.03
430;4.141;0.153;19.26;18.56;19.03
431;4.141;0.153;19.37;18.66;19.03
432;4.141;0.153;19.26;18.66;19.03
433;4.141;0.153;19.37;18.56;19.03
434;4.141;0.153;19.26;18.66;19.03
435;4.141;0.153;19.37;18.76;19.03
436;4.141;0.153;19.37;18.66;19.03
437;4.141;0.153;19.37;18.56;19.03
438;4.141;0.153;19.37;18.66;19.03
439;4.141;0.153;19.37;18.56;19.03
440;4.141;0.153;19.37;18.66;19.03
441;4.141;0.153;19.37;18.66;18.83
442;4.141;0.153;19.37;18.66;19.13
443;4.141;0.153;19.37;18.56;19.03
444;4.141;0.153;19.37;18.66;18.83
445;4.141;0.153;19.37;18.66;19.03
446;4.141;0.153;19.47;18.26;18.93
447;4.141;0.153;19.26;18.66;19.03
448;4.141;0.153;19.37;18.66;19.13
449;4.141;0.153;19.37;18.66;19.03
450;4.141;0.153;19.37;18.46;19.03
451;4.141;0.153;19.37;18.56;19.13
452;4.141;0.153;19.37;18.46;19.13
453;4.141;0.153;19.26;18.56;19.13
454;4.141;0.153;19.37;18.66;19.13
455;4.141;0.153;19.37;18.86;19.13
456;4.141;0.153;19.26;18.66;19.03
457;4.14;0.153;19.37;18.66;19.03
458;4.14;0.153;19.37;18.66;19.03
459;4.14;0.153;19.37;18.66;19.03
460;4.14;0.153;19.47;18.66;19.03
461;4.14;0.153;19.26;18.56;19.13
462;4.14;0.153;19.37;18.66;19.03
463;4.14;0.153;19.26;18.66;19.13
464;4.14;0.153;19.37;18.56;19.13
465;4.14;0.153;19.37;18.86;19.13
466;4.14;0.153;19.37;18.56;19.13
467;4.14;0.153;19.37;18.56;19.03
468;4.14;0.153;19.37;18.76;19.13
469;4.14;0.153;19.37;18.66;19.13
470;4.14;0.153;19.47;18.66;19.03
471;4.14;0.153;19.37;18.66;19.13
472;4.14;0.153;19.37;18.46;19.13
473;4.14;0.153;19.37;18.66;19.03
474;4.14;0.153;19.37;18.66;19.13
475;4.14;0.153;19.26;18.66;19.03
476;4.14;0.153;19.37;18.56;19.03
477;4.14;0.153;19.37;18.86;19.03
478;4.14;0.153;19.37;18.56;19.23
479;4.14;0.153;19.37;18.76;19.23
480;4.14;0.153;19.37;18.66;19.03
481;4.14;0.153;19.37;18.56;19.13
482;4.14;0.153;19.37;18.66;19.03
483;4.14;0.153;19.37;18.76;19.13
484;4.14;0.153;19.47;18.66;19.23
485;4.14;0.153;19.37;18.66;19.03
486;4.14;0.153;19.37;18.66;19.03
487;4.139;0.153;19.37;18.66;19.13
488;4.139;0.153;19.37;18.66;19.23
489;4.139;0.153;19.37;18.66;19.03
490;4.139;0.153;19.26;18.66;19.23
491;4.139;0.153;19.26;18.56;19.03
492;4.139;0.153;19.26;18.66;19.13
493;4.139;0.153;19.26;18.66;19.13
494;4.139;0.153;19.26;18.66;19.23
495;4.139;0.153;19.16;18.76;19.23
496;4.139;0.153;19.26;18.66;19.13
497;4.139;0.153;19.26;18.66;19.03
498;4.139;0.153;19.16;18.76;19.03
499;4.139;0.153;19.26;18.66;19.13
500;4.139;0.153;19.26;18.66;19.13
501;4.139;0.153;19.16;18.66;19.13
502;4.139;0.153;19.26;18.66;19.03
503;4.139;0.153;19.16;18.66;19.13
504;4.139;0.153;19.26;18.66;19.13
505;4.139;0.153;19.16;18.76;19.13
506;4.139;0.153;19.16;18.66;19.13
507;4.139;0.153;19.16;18.66;19.13
508;4.139;0.153;19.26;18.66;19.32
509;4.139;0.153;19.16;18.66;19.13
510;4.139;0.153;19.26;18.66;19.13
511;4.139;0.153;19.16;18.66;19.13
512;4.139;0.153;19.26;18.66;19.13
513;4.139;0.153;19.26;18.56;19.13
514;4.139;0.153;19.16;18.76;19.13
515;4.139;0.153;19.16;18.66;19.03
516;4.139;0.153;19.26;18.56;19.13
517;4.139;0.153;19.26;18.66;19.03
518;4.139;0.153;19.26;18.76;19.03
519;4.138;0.153;19.26;18.56;19.03
520;4.138;0.153;19.26;18.66;19.13
521;4.138;0.153;19.26;18.66;19.13
522;4.138;0.153;19.26;18.46;18.83
523;4.138;0.153;19.26;18.66;19.13
524;4.138;0.153;19.26;18.66;19.13
525;4.138;0.153;19.16;18.36;19.13
526;4.138;0.153;19.16;18.66;19.13
527;4.138;0.153;19.26;18.66;19.23
528;4.138;0.153;19.26;18.56;19.23
529;4.138;0.153;19.26;18.66;19.13
530;4.138;0.153;19.26;18.66;19.13
531;4.138;0.153;19.26;18.66;19.42
532;4.138;0.153;19.26;18.56;18.93
533;4.138;0.153;19.26;18.66;19.13
534;4.138;0.153;19.26;18.66;19.13
535;4.138;0.153;19.16;18.66;19.32
536;4.138;0.153;19.26;18.56;19.13
537;4.138;0.153;19.26;18.56;19.13
538;4.138;0.153;19.26;18.86;19.13
539;4.138;0.153;19.16;18.66;19.13
540;4.138;0.153;19.26;18.66;19.13
541;4.138;0.153;19.37;18.66;19.42
542;4.138;0.153;19.26;18.66;19.23
543;4.138;0.153;19.26;18.56;19.13
544;4.138;0.153;19.26;18.56;19.13
545;4.138;0.153;19.26;18.76;19.13
546;4.138;0.153;19.26;18.66;19.13
547;4.138;0.153;19.26;18.46;19.13
548;4.138;0.153;19.26;18.76;19.13
549;4.138;0.153;19.26;18.66;19.13
550;4.138;0.153;19.26;18.66;19.13
551;4.137;0.153;19.37;18.76;19.13
552;4.137;0.153;19.26;18.56;19.23
553;4.137;0.153;19.26;18.76;19.13
554;4.137;0.153;19.26;18.66;19.13
555;4.137;0.153;19.26;18.66;19.23
556;4.137;0.153;19.26;18.66;19.13
557;4.137;0.153;19.26;18.66;19.13
558;4.137;0.153;19.26;18.66;19.13
559;4.137;0.153;19.37;18.66;19.23
560;4.137;0.153;19.26;18.66;19.13
561;4.137;0.153;19.26;18.66;19.13
562;4.137;0.153;19.37;18.86;19.13
563;4.137;0.153;19.26;18.66;19.13
564;4.137;0.153;19.26;18.66;19.13
565;4.137;0.153;19.26;18.66;19.23
566;4.137;0.153;19.26;18.56;18.83
567;4.137;0.153;19.26;18.66;19.23
568;4.137;0.153;19.26;18.76;19.13
569;4.137;0.153;19.26;18.66;19.13
570;4.137;0.153;19.37;18.66;19.23
571;4.137;0.153;19.26;18.66;19.23
572;4.137;0.153;19.26;18.66;19.23
573;4.137;0.153;19.26;18.76;19.23
574;4.137;0.153;19.16;18.66;19.13
575;4.137;0.153;19.26;18.46;19.23
576;4.137;0.153;19.26;18.66;18.93
577;4.137;0.153;19.16;18.56;19.13
578;4.137;0.153;19.26;18.66;19.23
579;4.137;0.153;19.26;18.76;19.13
580;4.137;0.153;19.26;18.56;19.32
581;4.137;0.153;19.26;18.66;19.23
582;4.137;0.153;19.26;18.66;19.13
583;4.137;0.153;19.26;18.46;19.13
584;4.137;0.153;19.26;18.66;19.23
585;4.136;0.153;19.26;18.66;19.13
586;4.136;0.153;19.16;18.66;19.23
587;4.136;0.153;19.16;18.66;19.13
588;4.136;0.153;19.16;18.66;19.23
589;4.136;0.153;19.16;19.06;19.23
590;4.136;0.153;19.16;18.76;19.23
591;4.136;0.153;19.16;18.66;19.62
592;4.136;0.153;19.16;18.66;19.23
593;4.136;0.153;19.26;18.76;19.23
594;4.136;0.153;19.26;18.66;19.42
595;4.136;0.153;19.26;18.66;19.23
596;4.136;0.153;19.16;18.66;19.23
597;4.136;0.153;19.16;18.66;19.13
598;4.136;0.153;19.16;18.46;19.23
599;4.136;0.153;19.26;18.66;19.13
600;4.136;0.153;19.26;18.76;19.13
601;4.136;0.153;19.26;18.66;19.32
602;4.136;0.153;19.26;18.66;19.23
603;4.136;0.153;19.26;18.36;19.13
604;4.136;0.153;19.26;18.66;19.13
605;4.136;0.153;19.37;18.66;19.13
606;4.136;0.153;19.16;18.76;19.23
607;4.136;0.153;19.16;18.66;19.23
608;4.136;0.153;19.26;18.66;19.23
609;4.136;0.153;19.26;18.66;19.62
610;4.136;0.153;19.26;18.66;19.23
611;4.136;0.153;19.26;18.66;18.93
612;4.136;0.153;19.26;18.66;19.23
613;4.136;0.153;19.26;18.66;19.42
614;4.136;0.153;19.26;18.86;19.23
615;4.136;0.153;19.26;18.66;19.23
616;4.136;0.153;19.26;18.66;19.23
617;4.135;0.153;19.26;18.66;19.23
618;4.135;0.153;19.26;18.66;19.23
619;4.135;0.153;19.26;18.66;19.13
620;4.135;0.153;19.26;18.66;19.23
621;4.135;0.153;19.26;18.66;19.13
622;4.135;0.153;19.26;18.66;19.23
623;4.135;0.153;19.26;18.66;19.23
624;4.135;0.153;19.26;18.66;19.23
625;4.135;0.153;19.37;18.66;19.23
626;4.135;0.153;19.26;18.66;19.23
627;4.135;0.153;19.26;18.66;19.23
628;4.135;0.153;19.26;18.76;19.23
629;4.135;0.153;19.26;18.66;18.73
630;4.135;0.153;19.26;18.66;19.23
631;4.135;0.153;19.37;18.66;19.23
