time;voltage;current;soc
0.0;4.158;0.0;1.0
1.0;4.158;0.0;1.0
2.0;4.158;0.0;1.0
3.0;4.158;0.0;1.0
4.0;4.158;0.0;1.0
5.0;4.158;0.0;1.0
6.0;4.158;0.0;1.0
7.0;4.158;0.0;1.0
8.0;4.158;0.0;1.0
9.0;4.158;0.0;1.0
10.0;4.158;0.0;1.0
11.0;4.158;0.0;1.0
12.0;4.158;0.0;1.0
13.0;4.158;0.0;1.0
14.0;4.158;0.0;1.0
15.0;4.158;0.0;1.0
16.0;4.158;0.0;1.0
17.0;4.158;0.0;1.0
18.0;4.158;0.0;1.0
19.0;4.158;0.0;1.0
20.0;4.158;0.0;1.0
21.0;4.158;0.0;1.0
22.0;4.158;0.0;1.0
23.0;4.158;0.0;1.0
24.0;4.158;0.0;1.0
25.0;4.158;0.0;1.0
26.0;4.158;0.0;1.0
27.0;4.158;0.0;1.0
28.0;4.158;0.0;1.0
29.0;4.158;0.0;1.0
30.0;4.158;0.0;1.0
31.0;4.158;0.0;1.0
32.0;4.158;0.0;1.0
33.0;4.158;0.0;1.0
34.0;4.158;0.0;1.0
35.0;4.158;0.0;1.0
36.0;4.158;0.0;1.0
37.0;4.158;0.0;1.0
38.0;4.158;0.0;1.0
39.0;4.158;0.0;1.0
40.0;4.158;0.0;1.0
41.0;4.158;0.0;1.0
42.0;4.158;0.0;1.0
43.0;4.158;0.0;1.0
44.0;4.158;0.0;1.0
45.0;4.158;0.0;1.0
46.0;4.158;0.0;1.0
47.0;4.158;0.0;1.0
48.0;4.158;0.0;1.0
49.0;4.158;0.0;1.0
50.0;4.158;0.0;1.0
51.0;4.158;0.0;1.0
52.0;4.158;0.0;1.0
53.0;4.158;0.0;1.0
54.0;4.158;0.0;1.0
55.0;4.158;0.0;1.0
56.0;4.158;0.0;1.0
57.0;4.158;0.0;1.0
58.0;4.158;0.0;1.0
59.0;4.158;0.0;1.0
60.0;4.158;0.0;1.0
61.0;4.158;0.0;1.0
62.0;4.158;0.0;1.0
63.0;4.158;0.0;1.0
64.0;4.158;0.0;1.0
65.0;4.158;0.0;1.0
66.0;4.158;0.0;1.0
67.0;4.158;0.0;1.0
68.0;4.158;0.0;1.0
69.0;4.158;0.0;1.0
70.0;4.158;0.0;1.0
71.0;4.158;0.0;1.0
72.0;4.158;0.0;1.0
73.0;4.158;0.0;1.0
74.0;4.158;0.0;1.0
75.0;4.158;0.0;1.0
76.0;4.158;0.0;1.0
77.0;4.158;0.0;1.0
78.0;4.158;0.0;1.0
79.0;4.158;0.0;1.0
80.0;4.158;0.0;1.0
81.0;4.158;0.0;1.0
82.0;4.158;0.0;1.0
83.0;4.158;0.0;1.0
84.0;4.158;0.0;1.0
85.0;4.158;0.0;1.0
86.0;4.158;0.0;1.0
87.0;4.158;0.0;1.0
88.0;4.158;0.0;1.0
89.0;4.158;0.0;1.0
90.0;4.158;0.0;1.0
91.0;4.158;0.0;1.0
92.0;4.158;0.0;1.0
93.0;4.158;0.0;1.0
94.0;4.158;0.0;1.0
95.0;4.158;0.0;1.0
96.0;4.158;0.0;1.0
97.0;4.158;0.0;1.0
98.0;4.158;0.0;1.0
99.0;4.158;0.0;1.0
100.0;4.158;0.0;1.0
101.0;4.158;0.0;1.0
102.0;4.158;0.0;1.0
103.0;4.158;0.0;1.0
104.0;4.158;0.0;1.0
105.0;4.158;0.0;1.0
106.0;4.158;0.0;1.0
107.0;4.158;0.0;1.0
108.0;4.158;0.0;1.0
109.0;4.158;0.0;1.0
110.0;4.158;0.0;1.0
111.0;4.158;0.0;1.0
112.0;4.158;0.0;1.0
113.0;4.158;0.0;1.0
114.0;4.158;0.0;1.0
115.0;4.158;0.0;1.0
116.0;4.158;0.0;1.0
117.0;4.158;0.0;1.0
118.0;4.158;0.0;1.0
119.0;4.158;0.0;1.0
120.0;4.158;0.0;1.0
121.0;4.158;0.0;1.0
122.0;4.158;0.0;1.0
123.0;4.158;0.0;1.0
124.0;4.158;0.0;1.0
125.0;4.158;0.0;1.0
126.0;4.158;0.0;1.0
127.0;4.158;0.0;1.0
128.0;4.158;0.0;1.0
129.0;4.158;0.0;1.0
130.0;4.158;0.0;1.0
131.0;4.158;0.0;1.0
132.0;4.158;0.0;1.0
133.0;4.158;0.0;1.0
134.0;4.158;0.0;1.0
135.0;4.158;0.0;1.0
136.0;4.158;0.0;1.0
137.0;4.158;0.0;1.0
138.0;4.158;0.0;1.0
139.0;4.158;0.0;1.0
140.0;4.158;0.0;1.0
141.0;4.158;0.0;1.0
142.0;4.158;0.0;1.0
143.0;4.158;0.0;1.0
144.0;4.158;0.0;1.0
145.0;4.158;0.0;1.0
146.0;4.158;0.0;1.0
147.0;4.158;0.0;1.0
148.0;4.158;0.0;1.0
149.0;4.158;0.0;1.0
150.0;4.158;0.0;1.0
151.0;4.158;0.0;1.0
152.0;4.158;0.0;1.0
153.0;4.158;0.0;1.0
154.0;4.158;0.0;1.0
155.0;4.158;0.0;1.0
156.0;4.158;0.0;1.0
157.0;4.158;0.0;1.0
158.0;4.158;0.0;1.0
159.0;4.158;0.0;1.0
160.0;4.158;0.0;1.0
161.0;4.158;0.0;1.0
162.0;4.158;0.0;1.0
163.0;4.158;0.0;1.0
164.0;4.158;0.0;1.0
165.0;4.158;0.0;1.0
166.0;4.158;0.0;1.0
167.0;4.158;0.0;1.0
168.0;4.158;0.0;1.0
169.0;4.158;0.0;1.0
170.0;4.158;0.0;1.0
171.0;4.158;0.0;1.0
172.0;4.158;0.0;1.0
173.0;4.158;0.0;1.0
174.0;4.158;0.0;1.0
175.0;4.08;0.77;0.9999305555555555
176.0;4.079;0.77;0.9998611111111111
177.0;4.078;0.77;0.9997916666666666
178.0;4.077;0.77;0.9997222222222222
179.0;4.076;0.77;0.9996527777777777
180.0;4.076;0.77;0.9995833333333333
181.0;4.075;0.77;0.9995138888888888
182.0;4.074;0.77;0.9994444444444444
183.0;4.074;0.77;0.9993749999999999
184.0;4.073;0.77;0.9993055555555554
185.0;4.073;0.77;0.999236111111111
186.0;4.072;0.77;0.9991666666666665
187.0;4.072;0.77;0.9990972222222221
188.0;4.071;0.77;0.9990277777777776
189.0;4.071;0.77;0.9989583333333332
190.0;4.07;0.77;0.9988888888888887
191.0;4.07;0.77;0.9988194444444443
192.0;4.069;0.77;0.9987499999999998
193.0;4.069;0.77;0.9986805555555553
194.0;4.069;0.77;0.9986111111111109
195.0;4.068;0.77;0.9985416666666664
196.0;4.068;0.77;0.998472222222222
197.0;4.068;0.77;0.9984027777777775
198.0;4.067;0.77;0.9983333333333331
199.0;4.067;0.77;0.9982638888888886
200.0;4.067;0.77;0.9981944444444442
201.0;4.066;0.77;0.9981249999999997
202.0;4.066;0.77;0.9980555555555553
203.0;4.066;0.77;0.9979861111111108
204.0;4.065;0.77;0.9979166666666663
205.0;4.065;0.77;0.9978472222222219
206.0;4.065;0.77;0.9977777777777774
207.0;4.064;0.77;0.997708333333333
208.0;4.064;0.77;0.9976388888888885
209.0;4.064;0.77;0.9975694444444441
210.0;4.064;0.77;0.9974999999999996
211.0;4.063;0.77;0.9974305555555552
212.0;4.063;0.77;0.9973611111111107
213.0;4.063;0.77;0.9972916666666662
214.0;4.062;0.77;0.9972222222222218
215.0;4.062;0.77;0.9971527777777773
216.0;4.062;0.77;0.9970833333333329
217.0;4.062;0.77;0.9970138888888884
218.0;4.061;0.77;0.996944444444444
219.0;4.061;0.77;0.9968749999999995
220.0;4.061;0.77;0.9968055555555551
221.0;4.061;0.77;0.9967361111111106
222.0;4.061;0.77;0.9966666666666661
223.0;4.06;0.77;0.9965972222222217
224.0;4.06;0.77;0.9965277777777772
225.0;4.06;0.77;0.9964583333333328
226.0;4.06;0.77;0.9963888888888883
227.0;4.059;0.77;0.9963194444444439
228.0;4.059;0.77;0.9962499999999994
229.0;4.059;0.77;0.996180555555555
