time;voltage;current;ambient_temperature;surface_temperature_plus;surface_temperature_minus
0;0.004;0.0;20.37;19.06;19.42
1;4.016;0.741;20.37;18.96;19.32
2;3.999;0.77;20.37;18.96;19.52
3;3.994;0.77;20.47;18.96;19.42
4;3.995;0.77;20.47;18.96;19.42
5;3.998;0.77;20.47;18.96;19.42
6;3.997;0.77;20.47;18.96;19.42
7;3.997;0.77;20.47;18.96;19.42
8;3.997;0.77;20.37;18.86;19.42
9;3.997;0.77;20.57;18.96;19.23
10;3.999;0.77;20.47;19.06;19.62
11;4.0;0.77;20.47;18.96;19.42
12;3.997;0.77;20.47;19.06;19.32
13;3.997;0.77;20.47;18.96;19.42
14;3.996;0.77;20.47;18.96;18.83
15;3.995;0.77;20.47;18.96;19.32
16;3.994;0.77;20.47;18.96;19.62
17;3.994;0.77;20.47;18.96;19.42
18;3.992;0.77;20.47;19.06;19.42
19;3.992;0.77;20.47;18.96;19.42
20;3.991;0.77;20.37;18.96;19.52
21;3.99;0.77;20.47;18.96;19.42
22;3.992;0.77;20.37;18.96;19.42
23;3.992;0.77;20.47;18.96;19.42
24;3.991;0.77;20.37;18.96;19.32
25;3.991;0.77;20.47;18.96;19.42
26;3.991;0.77;20.37;19.06;19.62
27;3.992;0.77;20.37;18.96;19.62
28;3.991;0.77;20.37;18.96;19.82
29;3.99;0.77;20.37;18.96;19.42
30;3.991;0.77;20.47;19.06;19.42
31;3.991;0.77;20.37;18.96;19.42
32;3.992;0.77;20.47;18.96;19.32
33;3.991;0.77;20.37;18.96;19.42
34;3.99;0.77;20.37;19.06;19.42
35;3.99;0.77;20.37;18.96;19.42
36;3.991;0.77;20.47;18.96;19.42
37;3.991;0.77;20.47;18.96;19.32
38;3.992;0.77;20.47;18.86;19.62
39;3.991;0.77;20.37;19.06;19.23
40;3.991;0.77;20.47;18.96;19.42
41;3.991;0.77;20.47;19.06;19.42
42;3.992;0.77;20.47;18.86;19.42
43;3.992;0.77;20.47;18.96;19.62
44;3.992;0.77;20.47;19.06;19.52
45;3.992;0.77;20.47;18.96;18.24
46;3.992;0.77;20.47;18.96;19.42
47;3.992;0.77;20.47;18.96;19.42
48;3.992;0.77;20.47;19.06;19.52
49;3.992;0.77;20.47;18.96;19.42
50;3.992;0.77;20.47;18.96;19.62
51;3.992;0.77;20.47;18.96;19.42
52;3.992;0.77;20.47;18.96;19.42
53;3.992;0.77;20.37;18.86;19.52
54;3.992;0.77;20.47;18.96;19.32
55;3.992;0.77;20.47;19.16;19.52
56;4.127;0.0;20.47;18.96;19.42
57;4.139;0.0;20.37;18.86;19.52
58;4.141;0.0;20.47;19.16;19.42
59;4.142;0.0;20.47;18.86;19.42
60;4.143;0.0;20.47;18.96;19.42
61;4.143;0.0;20.47;19.16;19.23
62;4.144;0.0;20.47;18.96;19.42
63;4.145;0.0;20.47;18.96;19.52
64;4.145;0.0;20.47;18.96;19.52
65;4.146;0.0;20.47;18.96;19.42
66;4.146;0.0;20.47;19.06;19.42
67;4.146;0.0;20.47;18.96;19.42
68;4.147;0.0;20.47;18.96;19.42
69;4.147;0.0;20.47;18.96;19.42
70;4.147;0.0;20.47;18.96;19.32
71;4.148;0.0;20.47;18.26;19.52
72;4.148;0.0;20.47;19.06;19.13
73;4.148;0.0;20.47;18.86;19.32
74;4.149;0.0;20.47;18.96;19.42
75;4.149;0.0;20.47;19.16;19.72
76;4.149;0.0;20.47;18.96;19.42
77;4.149;0.0;20.47;19.16;19.72
78;4.149;0.0;20.47;18.96;19.42
79;4.15;0.0;20.47;18.96;19.32
80;4.15;0.0;20.47;18.96;19.42
81;4.15;0.0;20.47;18.96;19.42
82;4.15;0.0;20.47;18.96;19.32
83;4.15;0.0;20.47;19.06;19.42
84;4.151;0.0;20.47;18.96;19.42
85;4.151;0.0;20.47;18.96;19.52
86;4.151;0.0;20.47;18.96;19.42
87;4.151;0.0;20.47;19.06;19.72
88;4.151;0.0;20.47;18.96;19.52
89;4.151;0.0;20.37;18.96;19.42
90;4.152;0.0;20.47;18.76;19.52
91;4.152;0.0;20.47;18.96;19.42
92;4.152;0.0;20.47;18.96;19.42
93;4.152;0.0;20.47;19.06;19.52
94;4.152;0.0;20.47;18.96;19.42
95;4.152;0.0;20.47;18.96;19.52
96;4.152;0.0;20.47;18.96;19.52
97;4.152;0.0;20.37;19.06;19.62
98;4.153;0.0;20.47;19.16;19.52
99;4.153;0.0;20.47;18.96;19.52
100;4.153;0.0;20.47;19.06;19.32
101;4.153;0.0;20.37;18.96;19.32
102;4.153;0.0;20.47;19.16;19.82
103;4.153;0.0;20.67;19.06;19.23
104;4.153;0.0;20.47;18.96;19.42
105;4.153;0.0;20.47;18.96;19.42
106;4.153;0.0;20.47;18.96;19.52
107;4.153;0.0;20.47;18.96;19.42
108;4.154;0.0;20.47;18.96;19.42
109;4.154;0.0;20.37;19.06;19.32
110;4.154;0.0;20.47;18.96;19.42
111;4.154;0.0;20.37;18.96;19.42
112;4.154;0.0;20.47;18.96;19.42
113;4.154;0.0;20.47;19.06;19.42
114;4.154;0.0;20.47;19.06;19.42
115;4.154;0.0;20.47;18.96;19.42
116;4.154;0.0;20.37;19.06;19.42
117;4.154;0.0;20.47;18.96;19.42
118;4.154;0.0;20.47;19.26;19.42
119;4.154;0.0;20.47;19.26;19.42
120;4.154;0.0;20.47;19.06;19.42
121;4.155;0.0;20.47;19.16;19.62
122;4.155;0.0;20.37;18.96;19.62
123;4.155;0.0;20.47;18.96;19.32
124;4.155;0.0;20.37;19.06;19.32
125;4.155;0.0;20.47;18.76;19.42
126;4.155;0.0;20.47;18.96;19.42
127;4.155;0.0;20.47;18.96;19.52
128;4.155;0.0;20.47;18.96;19.42
129;4.155;0.0;20.47;18.96;19.42
130;4.155;0.0;20.47;18.96;19.52
131;4.155;0.0;20.37;18.96;19.52
132;4.155;0.0;20.47;18.96;19.42
133;4.155;0.0;20.37;18.96;19.62
134;4.155;0.0;20.47;18.86;19.32
135;4.155;0.0;20.47;18.96;19.42
136;4.155;0.0;20.37;19.06;19.42
137;4.155;0.0;20.47;18.96;19.52
138;4.156;0.0;20.37;19.26;19.42
139;4.156;0.0;20.47;19.06;20.22
140;4.156;0.0;20.47;19.06;19.52
141;4.156;0.0;20.47;18.96;19.42
142;4.156;0.0;20.47;18.96;19.42
143;4.156;0.0;20.57;18.46;19.42
144;4.156;0.0;20.47;18.96;19.42
145;4.156;0.0;20.47;18.96;19.32
146;4.156;0.0;20.37;18.96;19.42
147;4.156;0.0;20.37;18.86;19.42
148;4.156;0.0;20.47;18.96;19.42
149;4.156;0.0;20.37;18.86;19.52
150;4.156;0.0;20.37;19.06;19.42
151;4.156;0.0;20.37;18.96;19.42
152;4.156;0.0;20.37;18.96;19.42
153;4.156;0.0;20.37;18.96;18.93
154;4.156;0.0;20.37;18.96;19.42
