time;voltage;current;ambient_temperature;surface_temperature_plus;surface_temperature_minus
0;0.003;0.0;20.77;19.06;19.62
1;3.223;4.485;20.77;19.16;19.92
2;3.193;4.62;20.77;19.16;19.72
3;3.21;4.62;20.77;19.26;19.62
4;3.204;4.62;20.77;19.26;19.62
5;3.203;4.62;20.77;19.26;19.62
6;3.195;4.62;20.77;19.16;19.62
7;3.196;4.62;20.77;19.26;19.72
8;3.196;4.62;20.77;19.26;19.52
9;3.197;4.62;20.77;19.26;19.82
10;3.196;4.62;20.77;18.86;19.72
11;3.19;4.62;20.77;19.16;19.62
12;3.187;4.62;20.77;19.26;19.52
13;3.185;4.62;20.77;19.26;19.82
14;3.18;4.62;20.77;19.26;19.82
15;3.181;4.62;20.77;19.37;19.62
16;3.183;4.62;20.87;19.26;19.72
17;3.183;4.62;20.77;19.37;19.62
18;3.178;4.62;20.77;19.26;19.82
19;3.177;4.62;20.77;19.37;19.72
20;3.175;4.62;20.77;19.37;19.72
21;3.173;4.62;20.77;19.37;19.82
22;3.173;4.62;20.87;19.26;19.92
23;3.169;4.62;20.77;19.37;19.82
24;3.17;4.62;20.77;19.37;19.62
25;3.167;4.62;20.77;19.37;19.82
26;3.169;4.62;20.77;19.47;19.82
27;3.169;4.62;20.77;19.37;19.82
28;3.17;4.62;20.77;19.47;19.82
29;3.169;4.62;20.77;19.47;19.92
30;3.172;4.62;20.87;19.47;20.02
31;3.169;4.62;20.77;19.57;19.92
32;3.169;4.62;20.77;19.57;20.02
33;3.17;4.62;20.77;19.57;19.92
34;3.17;4.62;20.77;19.37;20.12
35;3.169;4.62;20.77;19.67;19.92
36;3.166;4.62;20.77;19.57;20.02
37;3.166;4.62;20.77;19.57;19.82
38;3.169;4.62;20.77;19.67;20.02
39;3.168;4.62;20.77;19.67;20.12
40;3.167;4.62;20.77;19.57;20.12
41;3.169;4.62;20.77;19.87;20.12
42;3.168;4.62;20.87;19.87;20.12
43;3.168;4.62;20.87;19.77;20.12
44;3.168;4.62;20.77;19.77;20.32
45;3.17;4.62;20.77;19.77;20.22
46;3.165;4.62;20.77;19.77;20.22
47;3.166;4.62;20.87;19.77;20.32
48;3.166;4.62;20.98;19.87;20.32
49;3.167;4.62;20.87;19.87;20.22
50;3.165;4.62;20.87;19.97;20.32
51;3.164;4.62;20.87;19.87;20.32
52;3.165;4.62;20.87;19.97;20.42
53;3.162;4.62;20.87;19.97;20.42
54;3.161;4.62;20.87;19.97;20.42
55;3.162;4.62;20.87;19.97;20.32
56;3.164;4.62;20.87;20.07;20.72
