time;voltage;current;ambient_temperature;surface_temperature_plus;surface_temperature_minus
0;0.003;0.0;21.68;20.17;20.72
1;3.407;3.761;21.68;20.27;20.72
2;3.341;3.948;21.68;20.27;20.72
3;3.361;3.948;21.68;20.27;20.82
4;3.357;3.948;21.68;20.27;20.82
5;3.362;3.948;21.68;20.27;20.72
6;3.352;3.948;21.58;20.27;20.12
7;3.359;3.948;21.68;20.27;20.72
8;3.363;3.948;21.68;20.27;20.82
9;3.364;3.948;21.68;20.27;20.72
10;3.363;3.948;21.68;20.37;20.72
11;3.362;3.948;21.68;20.27;20.72
12;3.364;3.948;21.68;20.27;20.92
13;3.364;3.948;21.68;20.27;20.72
14;3.361;3.948;21.68;20.27;20.72
15;3.361;3.948;21.68;20.27;20.72
16;3.358;3.948;21.68;20.37;20.62
17;3.356;3.948;21.68;20.27;20.82
18;3.354;3.948;21.68;20.27;20.82
19;3.355;3.948;21.68;20.27;20.92
20;3.354;3.949;21.68;20.37;20.82
21;3.354;3.948;21.68;20.47;21.02
22;3.352;3.948;21.78;20.37;20.82
23;3.35;3.948;21.68;20.27;20.82
24;3.346;3.949;21.68;20.57;20.82
25;3.348;3.948;21.68;20.37;21.12
26;3.349;3.948;21.68;20.37;20.82
27;3.346;3.948;21.68;20.37;21.22
28;3.346;3.948;21.68;20.37;20.92
29;3.345;3.949;21.68;20.37;20.92
30;3.346;3.948;21.68;20.37;20.92
31;3.342;3.948;21.68;20.47;20.92
32;3.343;3.948;21.68;20.47;21.12
33;3.344;3.948;21.78;20.57;21.02
34;3.342;3.948;21.78;20.47;20.92
35;3.344;3.948;21.68;20.57;21.02
36;3.345;3.948;21.68;21.48;20.92
37;3.346;3.948;21.68;20.47;21.02
38;3.345;3.948;21.78;20.67;21.02
39;3.345;3.948;21.78;20.47;21.02
40;3.345;3.948;21.78;20.57;21.02
41;3.344;3.948;21.68;20.57;20.82
42;3.347;3.948;21.78;20.57;21.12
43;3.347;3.948;21.78;20.57;21.22
44;3.347;3.948;21.68;20.57;21.12
45;3.348;3.948;21.78;20.57;21.12
46;3.348;3.948;21.68;20.57;21.12
47;3.348;3.948;21.68;20.77;22.43
48;3.348;3.948;21.68;20.67;21.12
49;3.347;3.948;21.78;20.57;21.32
50;3.349;3.948;21.68;20.67;21.12
